siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords
s20348,4392420,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",SIAT10;ST3GALVI,NM_001323364.1;NM_001323363.1;NM_001323362.1;NM_001323353.1;NM_001323352.1;NM_006100.3;NM_001323368.1;NM_001323367.1;NM_001323366.1;NM_001323365.1;NM_001271142.1;NM_001323360.1;NM_001271146.1;NM_001323359.1;NM_001271145.1;NM_001323358.1;NM_001271148.1;NM_001271147.1,AK001922.1;BC001266.2;AB022918.1;AK315111.1;AF119391.1;AL539506.3;BC023312.1,,Silencer® Select,Inventoried,,s20348
s20834,4392420,PDLIM5,PDZ and LIM domain 5,ENH;ENH1;L9;LIM,XM_006714066.3;XM_006714070.3;XM_006714069.3;XM_006714068.3;NM_001256425.1;XM_005262693.4;NM_001256427.1;XM_005262696.4;XM_005262698.4;XM_017007658.1;XM_017007657.1;NM_001011513.3;NM_006457.4;NM_001256426.1;NM_001011515.2;NM_001011516.2;XM_005262695.4;XM_011531543.2,BF979604.1;DA895978.1;AL833438.1;BT007328.1;AF061258.1;BP260089.1;AK291898.1;BC008741.2;AL832686.1;AY598328.1;BC026029.2;AK291624.1;BC017902.1;AK304125.1;AL832157.1;AL833151.1,,Silencer® Select,Inventoried,,s20834
s20211,4392420,B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",B3GAL-T8;B3GN-T3;B3GNT-3;HP10328;TMEM3;beta3Gn-T3,XM_011527626.2;NM_014256.3,AK075434.1;AY358955.1;AJ278961.1;DA385410.1;AB015630.1;AK225421.1;AJ130847.1;AK225478.1;AK075466.1;AF293973.1;BC067423.1;AK314323.1;BC066876.1;AB049585.1,,Silencer® Select,Inventoried,,s20211
s19810,4392420,SLC25A13,solute carrier family 25 member 13,ARALAR2;CITRIN;CTLN2,XM_011515727.2;XM_006715831.3;XM_017011663.1;XM_017011665.1;NM_014251.2;XM_017011664.1;NM_001160210.1;NR_027662.1,AK222864.1;Y17571.1;AK294629.1;AK025779.1;BC006566.2;AK000766.1;AJ496569.1;AF118838.1;AK025227.1,,Silencer® Select,Inventoried,,s19810
s223100,4392420,RAMP2,receptor activity modifying protein 2,,NM_005854.2,AY265458.1;EF687002.1;AJ001015.1;BC027975.1;AL548945.3,,Silencer® Select,Inventoried,,s223100
s21646,4392420,SDS,serine dehydratase,SDH,NM_006843.2,J05037.1;AK292760.1;BG566257.1;BC020750.1,,Silencer® Select,Inventoried,,s21646
s20876,4392420,MYL12A,myosin light chain 12A,HEL-S-24;MLC-2B;MLCB;MRCL3;MRLC3;MYL2B,NM_001303048.1;NM_001303049.1;NM_001303047.1;NM_006471.3,X54304.1;D82059.1;BM561281.1;BC031972.1;AK291145.1;BC016372.1;CD702288.1;DQ185044.1;EU794621.1;AK222569.1;BC032748.1,,Silencer® Select,Inventoried,,s20876
s21704,4392420,IFT27,intraflagellar transport 27,BBS19;RABL4;RAYL,NM_001177701.2;XM_006724106.2;NM_006860.4;XM_017028540.1,BC000566.2;AL022729.1;AK307382.1;BT006815.1;BM711121.1;CR456558.1;AK307105.1;AB209424.1,,Silencer® Select,Inventoried,,s21704
s20853,4392420,STAMBP,STAM binding protein,AMSH;MICCAP,XM_017003181.1;XM_011532483.2;XM_017003180.1;XM_011532484.2;XM_017003177.1;XM_017003176.1;XM_017003179.1;XM_011532485.2;XM_017003178.1;NM_201647.2;NM_213622.2;NM_006463.4;XM_017003175.1;XM_005264088.3,DN919763.1;CX758449.1;AF052135.1;DB477012.1;BM478027.1;BQ929694.1;BC065574.1;EU927390.1;BC007682.1;U73522.1;BF203378.1;DR158757.1;BC101467.1;BC101469.1,,Silencer® Select,Inventoried,,s20853
s20323,4392420,NOD1,nucleotide binding oligomerization domain containing 1,CARD4;CLR7.1;NLRC1,XM_011515079.1;XM_005249572.1;NM_006092.2;XM_005249568.1;XM_011515087.1;XM_017011674.1;XM_017011675.1;XM_011515085.1;XM_011515084.1;XM_011515083.1;XM_006715633.2;XM_011515081.2;XM_005249576.1;XM_011515080.2,AF126484.1;KU178517.1;BC040339.1;AF113925.1;KU178514.1;KU178515.1,,Silencer® Select,Inventoried,,s20323
s20623,4390824,DDX17,DEAD-box helicase 17,P72;RH70,NM_006386.4;NM_001098504.1,U59321.1;AK074224.1;AF131750.1;BI545691.1;CR456432.1;BC000595.2;AB209595.1;AK024985.1;AL713763.1,,Silencer® Select,Inventoried,,s20623
s195042,4392420,DEAF1,"DEAF1, transcription factor",MRD24;NUDR;SPN;ZMYND5,NM_001293634.1;NM_021008.3,AB209831.1;BC053322.1;BQ267366.1;AF007165.1;AF049460.1;AK291383.1;AK289873.1;AF049459.1,,Silencer® Select,Inventoried,,s195042
s35651,4392420,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits,GNPTA;ICD,XM_006719593.2;XM_011538731.2;NM_024312.4;XM_017019962.1;XM_017019961.1,AB033034.2;AK056137.1;AM085438.1,,Silencer® Select,Inventoried,,s35651
s20744,4392420,DPYSL4,dihydropyrimidinase like 4,CRMP3;DRP-4;ULIP4,XM_017015483.1;XM_017015482.1;XM_005252658.3;NM_006426.2;XM_011539125.2,BC136329.1;BC029280.1;BC136330.1;Y10976.1;AB006713.1,,Silencer® Select,Inventoried,,s20744
s21757,4392420,MID2,midline 2,FXY2;MRX101;RNF60;TRIM1,XM_017029239.1;XM_005262062.4;NM_012216.3;NM_052817.2,AY625004.1;Y18880.1;BC017707.1;AF196481.1;BT006663.1,,Silencer® Select,Inventoried,,s21757
s20297,4390824,TUBB3,tubulin beta 3 class III,CDCBM;CDCBM1;CFEOM3;CFEOM3A;FEOM3;TUBB4;beta-4,NM_006086.3;NM_001197181.1,BC003021.1;BC000748.2;AK223039.1;U47634.1;AF427491.3;BC001678.2,,Silencer® Select,Inventoried,,s20297
s4165,4392420,DMPK,dystrophia myotonica protein kinase,DM;DM1;DM1PK;DMK;MDPK;MT-PK,NM_004409.4;NM_001081562.2;NM_001288766.1;NM_001288764.1;NM_001288765.1;NM_001081563.2;NM_001081560.2,DC420602.1;AK297299.1;AK302874.1;KJ534826.1;L19268.1;BC026328.1;KJ534828.1;KJ534827.1;AK304749.1;M94203.1;S72883.1;M87312.1;BC062553.1;AB209363.1,,Silencer® Select,Inventoried,,s4165
s20338,4392420,MYL9,myosin light chain 9,LC20;MLC-2C;MLC2;MRLC1;MYRL2,NM_181526.2;NM_006097.4,BC002648.2;AF176042.1;AF176043.1;AK130879.1;AL697699.1;J02854.1;D82057.1;CR456843.1;BQ953325.1;AK097235.1,,Silencer® Select,Inventoried,,s20338
s20104,4392420,BCAS2,breast carcinoma amplified sequence 2,DAM1;SPF27;Snt309,NM_005872.2,CR542037.1;BC039238.1;AB020623.1;AB451369.1;AB451245.1;BC022880.1;BT019390.1;BC005285.1;AK222637.1;AF081788.1;BC012623.1;AK313141.1,,Silencer® Select,Inventoried,,s20104
s21496,4392420,SRSF8,serine and arginine rich splicing factor 8,DSM-1;SFRS2B;SRP46,NR_103726.1;XM_017017142.1;NM_032102.3,AK023379.1;AK312514.1;AF031166.1;CV805885.1;BC057783.1,,Silencer® Select,Inventoried,,s21496
s12279,4390824,RPS6KA3,ribosomal protein S6 kinase A3,CLS;HU-3;ISPK-1;MAPKAPK1B;MRX19;RSK;RSK2;S6K-alpha3;p90-RSK2;pp90RSK2,XM_017029718.1;XM_017029719.1;XM_011545558.2;XM_011545556.1;XM_005274573.2;XM_017029713.1;XM_017029716.1;XM_006724507.3;XM_017029717.1;NM_004586.2;XM_017029714.1;XM_017029715.1;XM_011545563.2;XM_011545555.1;XM_011545557.2;XM_011545561.1;XM_011545562.1;XM_011545559.1;XM_011545560.1;XM_005274577.2,U08316.1;AK316482.1;AB208933.1;BC096302.3;AK296775.1;BC096303.1;BC096301.1;L07599.1;AB102662.1;AK313932.1,,Silencer® Select,Inventoried,,s12279
s19842,4392420,RBM5,RNA binding motif protein 5,G15;H37;LUCA15;RMB5,NR_036627.2;XM_011533261.1;NM_005778.3;XM_017005503.1;XM_011533262.1;XM_017005506.1;XM_017005505.1,BC002957.1;AB208813.1;AK297249.1;AF103802.4;AK314032.1;U23946.1;AF091263.1;KU178505.1;KU178506.1;AK297445.1;AK302766.1,,Silencer® Select,Inventoried,,s19842
s20651,4392420,ATG7,autophagy related 7,APG7-LIKE;APG7L;GSA7,NM_001144912.1;XM_011533286.2;XM_017005552.1;XM_011533282.2;XM_011533280.2;XM_017005545.1;XM_017005544.1;XM_017005543.1;XM_011533283.2;XM_017005542.1;XM_011533284.2;XM_017005549.1;XM_006712931.3;XM_017005548.1;XM_017005547.1;XM_006712932.3;XM_006712933.3;XM_017005546.1;XM_011533278.2;XM_011533279.2;NM_006395.2;XM_017005551.1;XM_017005550.1;XM_011533277.2;XM_011533281.2;XM_011533285.2;NM_001136031.2,AF094516.1;BC000091.2;AK075221.1;AK314504.1;AK298833.1;DA177126.1;AK303694.1,,Silencer® Select,Inventoried,,s20651
s21353,4392420,FGL2,fibrinogen like 2,T49;pT49,NM_006682.2,Z36531.1;AK312672.1;AK222999.1;BC073986.1;BC033820.1;BC017813.1,,Silencer® Select,Inventoried,,s21353
s501357,4392420,POLG,"DNA polymerase gamma, catalytic subunit",MDP1;MIRAS;MTDPS4A;MTDPS4B;PEO;POLG1;POLGA;SANDO;SCAE,NM_001126131.1;NM_002693.2,U60325.1;X98093.1;BC050559.1;AK291281.1;BC042571.1;D84103.1,,Silencer® Select,Inventoried,,s501357
s21129,4392420,GIPC1,GIPC PDZ domain containing family member 1,C19orf3;GIPC;GLUT1CBP;Hs.6454;IIP-1;NIP;RGS19IP1;SEMCAP;SYNECTIIN;SYNECTIN;TIP-2,NM_005716.3;XM_017026147.1;NM_202470.2;NM_202468.2;NM_202494.2;NM_202469.2;XM_017026148.1,AK022585.1;AF089816.1;BC000410.2;BC004226.2;BC012810.2;AK093820.1;BC016169.1;AF028824.1,,Silencer® Select,Inventoried,,s21129
s19761,4392420,EBI3,Epstein-Barr virus induced 3,IL-27B;IL27B,NM_005755.2;XM_011527619.2,BC046112.1;L08187.1;BC015364.1,,Silencer® Select,Inventoried,,s19761
s223090,4392420,SLC25A15,solute carrier family 25 member 15,D13S327;HHH;ORC1;ORNT1,NM_014252.3,AK313602.1;AL538057.3;BC002702.2;AK296862.1;AF177333.1;AF112968.1,,Silencer® Select,Inventoried,,s223090
s3887,4392420,CYP27A1,cytochrome P450 family 27 subfamily A member 1,CP27;CTX;CYP27,XM_017003488.1;NM_000784.3,AY178622.1;M62401.1;AK226039.1;X59812.1;AK310782.1;AK290418.1;BC051851.1;BC040430.1,,Silencer® Select,Inventoried,,s3887
s21609,4392420,CLP 1,cleavage and polyadenylation factor I subunit 1,HEAB;hClp1,NM_006831.2;NM_001142597.1,U73524.1;BC000446.1;AK300232.1;DA922553.1;AK313007.1,,Silencer® Select,Inventoried,,s21609
s20681,4390824,PROCR,protein C receptor,CCCA;CCD41;EPCR,XM_011528496.1;NM_006404.4,HY110044.1;CR456948.1;BG423815.1;BM808358.1;X89079.1;L35545.1;AK314887.1;BC014451.1,,Silencer® Select,Inventoried,,s20681
s502432,4392420,NF1,neurofibromin 1,NFNS;VRNF;WSS,XM_011524852.2;NM_000267.3;XM_011524857.2;XM_017024689.1;NM_001128147.2;XM_017024690.1;XM_006721926.3;XM_006721925.2;XM_005257983.2;NM_001042492.2;XM_006721924.2;XM_006721922.2;XM_005257984.2,M38107.1;BC144643.1;M89914.1;M38106.1;D42072.1;M82814.1;BX537850.1;D12625.1;AK289936.1,,Silencer® Select,Inventoried,,s502432
s20288,4390824,TUBA1B,tubulin alpha 1b,K-ALPHA-1,NM_006082.2,BC017004.1;BC018948.2;AK057773.1;AK056693.1;BC015883.2;BC071904.1;AK098771.1;BC006379.2;AK094717.1;BC009513.2;BC001128.1;BC021564.1;AK098357.1;BC009314.2;AK026516.1;DQ400107.1;AK293337.1;BC008659.2;BC009512.2;Z36832.1;BC011572.1;BC010494.1;BC009509.2;BC000696.2;AK098635.1;AK289354.1;AK026632.1;BC030820.1;K00558.1;BC006481.1,,Silencer® Select,Inventoried,,s20288
s20954,4392420,CELF1,"CUGBP, Elav-like family member 1",BRUNOL2;CUG-BP;CUGBP;CUGBP1;EDEN-BP;NAB50;NAPOR;hNab50,XM_017017119.1;XM_017017128.1;XM_017017110.1;XM_017017126.1;XM_017017108.1;XM_017017124.1;NM_001172639.1;XM_017017106.1;XM_017017122.1;XM_017017120.1;XM_017017102.1;XM_017017135.1;XM_011519858.1;XM_017017117.1;XM_017017133.1;XM_017017115.1;XM_017017131.1;NM_198700.2;XM_017017113.1;NM_006560.3;XM_011519856.1;NM_001025596.2;XM_011519854.1;XM_017017104.1;XM_017017121.1;XM_017017118.1;XM_017017129.1;XM_011519852.2;XM_017017111.1;XM_011519850.2;XM_017017127.1;XM_017017109.1;XM_017017125.1;NM_001172640.1;XM_017017107.1;XM_017017123.1;XM_017017105.1;XM_017017103.1;XM_011519859.1;XM_017017101.1;XM_017017134.1;XM_017017116.1;XM_011519857.1;XM_011519848.2;XM_017017132.1;XM_017017114.1;XM_017017130.1;XM_017017112.1;XM_011519855.1,AB210019.1;AK304430.1;AF267534.1;AF248648.1;AJ007988.1;AK307679.1;AF267533.1;BC031079.1;U63289.1,,Silencer® Select,Inventoried,,s20954
s223098,4392420,GLYAT,glycine-N-acyltransferase,ACGNAT;CAT;GAT,NM_005838.3;NM_201648.2;XM_017017087.1,CB161978.1;CR456927.1;DR004166.1;BC009785.1;BG617408.1;AB665285.1;BG401676.1;AF023466.1;AB013093.1;BP277146.1,,Silencer® Select,Inventoried,,s223098
s20159,4392420,TCIRG1,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3",ATP6N1C;ATP6V0A3;Atp6i;OC-116kDa;OC116;OPTB1;Stv1;TIRC7;Vph1;a3,NM_006053.3;XM_005273709.3;NM_006019.3;XM_011544726.2;XM_017017090.1;XM_017017089.1,U45285.1;BC018133.1;AF025374.1;BC032465.1;AY548970.1,,Silencer® Select,Inventoried,,s20159
s21662,4390824,SLC27A2,solute carrier family 27 member 2,ACSVL1;FACVL1;FATP2;HsT17226;VLACS;VLCS;hFACVL1,NM_003645.3,AK222859.1;AF096290.1;AK123905.1;D88308.1;AK223145.1;AK290262.1,,Silencer® Select,Inventoried,,s21662
s20464,4392420,BAIAP2,BAI1 associated protein 2,BAP2;FLAF3;IRSP53,XM_005256945.1;XM_006721635.1;XM_005256943.1;XM_006721636.1;XM_006721637.2;XM_017024017.1;NM_006340.2;XM_011524193.1;XM_017024018.1;NM_017450.2;NM_001144888.1;XM_005256944.1;XM_011524194.1;NM_017451.2;XM_005256948.3,AK298629.1;AK225612.1;AB017120.1;AK297644.1;AK056888.1;AK222670.1;AK023688.1;AB015019.1;U70669.1;AB017119.1;BC032559.1;BC002495.2;AB015020.1;BC014020.2,,Silencer® Select,Inventoried,,s20464
s20949,4392420,KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3",Etle;SALP;SLM-2;SLM2;T-STAR;TSTAR;etoile,XM_011516796.2;XM_011516797.2;XM_005250757.2;NM_006558.2,AF051322.1;AF051321.1;AF069681.1;BC032606.2;BC068536.1,,Silencer® Select,Inventoried,,s20949
s20873,4390824,TRIM16,tripartite motif containing 16,EBBP,NM_006470.3,AF096870.1;BC053514.1;AK314557.1;AK002035.1;BC067096.1;CR457136.1;BC001564.1,,Silencer® Select,Inventoried,,s20873
s20512,4392420,TRIM38,tripartite motif containing 38,RNF15;RORET,XM_005248800.4;XM_017010175.1;XM_005248799.4;NM_006355.4,AB209906.1;BX640949.1;U90547.1;BC026930.1;AK313248.1;CR936707.1,,Silencer® Select,Inventoried,,s20512
s20573,4392420,ENOX2,ecto-NOX disulfide-thiol exchanger 2,APK1;COVA1;tNOX,XM_005262354.3;XM_011531245.2;NM_182314.2;XM_017029229.1;XM_011531244.2;XM_017029228.1;XM_011531249.2;NM_001281736.1;XM_011531247.2;XM_011531251.2;NM_006375.3;XM_017029227.1;XM_017029226.1,BC140874.1;BC139781.1;AK000353.1;AF207881.2;S72904.1;BC019254.1;AK289837.1;AK289812.1,,Silencer® Select,Inventoried,,s20573
s21071,4392420,NUDC,"nuclear distribution C, dynein complex regulator",HNUDC;MNUDC;NPD011,XM_011540530.1;NM_006600.3;XM_011540529.1;XM_017000094.1;XM_017000095.1;XM_017000096.1,AF241788.1;AF100760.1;AL136725.1;BC006147.1;BC021139.1;BC003132.1;AF130736.1;BC002399.2;AB019408.1;BC015153.1;BC007280.1;AF125465.1;AF086922.1,,Silencer® Select,Inventoried,,s21071
s20454,4390824,ECI2,enoyl-CoA delta isomerase 2,ACBD2;DRS-1;DRS1;HCA88;PECI;dJ1013A10.3,NM_006117.2;NM_206836.2;XM_006714957.1;NM_001166010.1;NR_028588.1;XM_017010170.1,AL136642.1;AF244138.1;BC002668.2;AB209917.1;BC033841.1;BC025287.1;AF153612.1;BC017474.1;AK057175.1;AK075108.1;AK297049.1;AK222617.1;AF257175.1;BC034702.1;AK223003.1;AF069301.1;BC016781.1;CR456768.1,,Silencer® Select,Inventoried,,s20454
s317,4390824,EBP,emopamil binding protein (sterol isomerase),CDPX2;CHO2;CPX;CPXD;MEND,NM_006579.2,Z37986.1;BC046501.1;BC001572.1;BC001549.1,,Silencer® Select,Inventoried,,s317
s20019,4392420,SRRM1,serine and arginine repetitive matrix 1,160-KD;POP101;SRM160,XM_011540479.1;XM_017000017.1;XM_017000018.1;NM_005839.3;XM_011540481.1;XM_017000019.1;XM_011540480.1;XM_017000020.1;XM_017000021.1;NM_001303448.1;XM_017000022.1;XM_017000023.1;XM_017000024.1;NM_001303449.1;XM_017000011.1;XM_017000012.1;XM_005245720.2;XM_017000013.1;XM_017000014.1;XM_017000015.1;XM_017000016.1;XM_011540483.1;XM_005245717.2;XM_017000033.1;XM_017000034.1;XM_011540478.2;XM_017000025.1;XM_017000026.1;XM_005245722.2;XM_017000027.1;XM_005245721.2;XM_017000028.1;XM_017000029.1;XM_017000030.1;XM_011540482.1;XM_017000031.1;XM_005245718.2;XM_017000032.1,AF419855.1;AK293576.1;AK307419.1;KU178513.1;BC036187.1;AK302498.1;AK307568.1;KU178512.1;AF048977.1,,Silencer® Select,Inventoried,,s20019
s21556,4392420,TOMM34,translocase of outer mitochondrial membrane 34,HTOM34P;TOM34;URCC3,XM_011528501.1;NM_006809.4;XM_005260254.2,BC001763.1;AK307655.1;CR456765.1;AB085681.1;AK129538.1;AK222952.1;BC014907.1;U58970.1;AK302128.1;BC007423.2;BT020009.1;BT020008.1;AK000594.1,,Silencer® Select,Inventoried,,s21556
s20029,4392420,SPRY2,sprouty RTK signaling antagonist 2,IGAN3;hSPRY2,NM_001318538.1;NM_001318536.1;NM_001318537.1;NM_005842.3,BX648582.1;AF039843.1;AL713749.1;BC015745.1;AK313810.1;BC004205.2,,Silencer® Select,Inventoried,,s20029
s21714,4392420,VAX1,ventral anterior homeobox 1,MCOPS11,NM_199131.2,BC101696.1;BC101694.1;AK127095.1,,Silencer® Select,Inventoried,,s21714
s21670,4392420,LILRB4,leukocyte immunoglobulin like receptor B4,CD85K;ILT-3;ILT3;LIR-5;LIR5,NM_001278427.3;NM_001278426.3;XM_017026216.1;XM_017026217.1;NM_001278429.3;XM_017026215.1;NM_001278428.3,AF025532.1;BC026309.1;AK292082.1,,Silencer® Select,Inventoried,,s21670
s21467,4392420,BTNL3,butyrophilin like 3,BTN9.1;BTNLR,NM_197975.2,BC100802.1;BC100800.1;AY358385.1;BC100801.1;AK025267.1;AB020625.1,,Silencer® Select,Inventoried,,s21467
s20596,4392420,SEMA4B,semaphorin 4B,SEMAC;SemC,NM_020210.3;NM_001324034.1;NM_001324032.1;NM_001324033.1;NM_001324030.1;NM_198925.2;NM_001324031.1;NM_001324029.1,AB051532.1;BC110853.1;AY445887.1;AK026108.1;BC144141.1;AY358392.1;AK289991.1;BC126438.1,,Silencer® Select,Inventoried,,s20596
s223130,4390824,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,1-AGPAT2;BSCL;BSCL1;LPAAB;LPAAT-beta,NM_006412.3;NM_001012727.1,BC000026.2;U56418.2;BC019292.1;BC004529.2;BC007269.1;AF011374.1;AF000237.1,,Silencer® Select,Inventoried,,s223130
s20533,4392420,NXF1,nuclear RNA export factor 1,MEX67;TAP,NM_006362.4;NM_001081491.1,AK304743.1;AB209915.1;BC004904.2;AK307998.1;U80073.1;BC028041.1;AK304082.1;AF126246.1;AJ132712.1;AK307961.1;AK304137.1;AF112880.1,,Silencer® Select,Inventoried,,s20533
s20566,4392420,VAT1,vesicle amine transport 1,VATI,NM_006373.3,U25779.1;BC001913.1;AK315838.1;BC090858.1;AK097072.1;U18009.1;BC015041.2;AK290460.1;AK298536.1;BC008725.2;BT007369.1;BC014279.2,,Silencer® Select,Inventoried,,s20566
s21212,4392420,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",NMDMC,XM_006711924.2;NM_006636.3;NR_027405.1,BX475613.1;BC017054.1;AK223041.1;BC015062.1;X16396.1;AK300035.1;AK222826.1;AK313138.1;BC001548.1;AU125762.1;AK130664.1,,Silencer® Select,Inventoried,,s21212
s24587,4392420,NIPBL,"NIPBL, cohesin loading factor",CDLS;CDLS1;IDN3;IDN3-B;Scc2,XM_006714467.2;NM_133433.3;XM_011514015.1;XM_005248280.3;XM_017009331.1;XM_005248282.4;XM_017009330.1;XM_017009329.1;NM_015384.4,AK290347.1;KJ807789.1;BX640644.1;BX538177.1;BX538178.1;AJ627032.1;BC146821.1;AJ640137.1,,Silencer® Select,Inventoried,,s24587
s20240,4392420,ABCA7,ATP binding cassette subfamily A member 7,ABCA-SSN;ABCX;AD9,XM_011527628.2;XM_011527629.1;XM_006722616.1;NM_019112.3;XM_017026142.1;XM_011527636.2;XM_011527631.1;XM_011527632.1;XM_011527630.1;XM_006722618.2,AF328787.1;AF250238.1;AL137481.1;AB055390.1;AK097344.1,,Silencer® Select,Inventoried,,s20240
s20109,4392420,RGS19,regulator of G-protein signaling 19,GAIP;RGSGAIP,XM_011528486.2;XM_005260183.2;XM_011528485.2;XM_011528484.1;XM_005260182.3;NM_001039467.1;NM_005873.2,CR457430.1;X91809.1;BC054337.1;AK290081.1;BC063010.1;BC001318.1;AY585188.1;AK298240.1;BT009804.1;AF493939.1,,Silencer® Select,Inventoried,,s20109
s20705,4392420,RPP30,ribonuclease P/MRP subunit p30,TSG15,XM_017015475.1;XM_017015477.1;XM_011539121.2;XM_017015476.1;XM_017015478.1;XM_011539120.2;NM_001104546.1;NM_006413.4,U77665.1;AK296196.1;AL833628.1;DB049454.1;AK225532.1;AK312900.1;BC006991.1,,Silencer® Select,Inventoried,,s20705
s1998,4392420,BLM,Bloom syndrome RecQ like helicase,BS;RECQ2;RECQL2;RECQL3,XM_011521882.2;XM_011521881.2;NM_001287246.1;NM_000057.3;NM_001287247.1;NM_001287248.1,BC115032.1;BC143280.1;BC115030.1;BC093622.1;BC101567.1;BC107423.1;AK314262.1;AK295194.1;DA122319.1;U39817.1,,Silencer® Select,Inventoried,,s1998
s20638,4392420,IPO7,importin 7,Imp7;RANBP7,NM_006391.2,AK074908.1;AF098799.1;BC114929.1;AK312885.1,,Silencer® Select,Inventoried,,s20638
s19821,4392420,RCL1,RNA terminal phosphate cyclase like 1,RNAC;RPCL1,NM_005772.4;XM_006716715.3,AK225872.1;AJ276894.1;AF067172.1;AK022904.1;DB024289.1;BC001025.2;AF161456.1,,Silencer® Select,Inventoried,,s19821
s20707,4392420,RPP38,ribonuclease P/MRP subunit p38,,NM_183005.4;XM_017015479.1;XM_017015481.1;XM_017015480.1;XM_006717363.1;XM_006717364.3;NM_001265601.1;NM_001097590.2;XM_011519293.1;NM_006414.4,AK057006.1;U77664.1;BC029494.1;AK223418.1;CR541816.1,,Silencer® Select,Inventoried,,s20707
s501309,4392420,FGFR3,fibroblast growth factor receptor 3,ACH;CD333;CEK2;HSFGFR3EX;JTK4,NM_000142.4;NM_001163213.1;XM_006713873.1;XM_006713872.1;XM_006713871.1;NM_022965.3;XM_011513420.1;XM_011513422.1;XM_006713870.1;XM_006713869.1;XM_006713868.1,KJ534834.1;M64347.1;M58051.1;BC121175.2;M59374.1;BC128610.1;AF245114.1;AK308936.1;HM244683.1;BC153824.1;KJ535004.1,,Silencer® Select,Inventoried,,s501309
s19747,4392420,AKAP9,A-kinase anchoring protein 9,AKAP-9;AKAP350;AKAP450;CG-NAP;HYPERION;LQT11;MU-RMS-40.16A;PPP1R45;PRKA9;YOTIAO,XM_017011651.1;XM_017011650.1;XM_017011653.1;XM_017011652.1;XM_017011647.1;XM_017011646.1;XM_017011649.1;XM_017011648.1;NM_005751.4;XM_017011642.1;NM_147185.2;XM_017011645.1;XM_017011643.1;XM_017011644.1;XM_017011655.1;XM_017011654.1;XM_017011656.1,BC015533.2;AJ131693.1;AF026245.1;AB019691.1;AF247727.4,,Silencer® Select,Inventoried,,s19747
s21017,4392420,FUT9,fucosyltransferase 9,Fuc-TIX,XM_017010190.1;NM_006581.3;XM_011535383.2;XM_017010188.1;XM_011535385.2,AB023021.1;AJ238701.1;AY800264.1;AK314966.1;BC036101.1,,Silencer® Select,Inventoried,,s21017
s20737,4392420,SLC34A2,solute carrier family 34 member 2,NAPI-3B;NAPI-IIb;NPTIIb,NM_001177998.1;NM_006424.2;NM_001177999.1,AF111856.1;KM822236.1;AK075046.1;BC146666.1;AK314514.1;BC142704.1;AK292675.1;AF146796.1,,Silencer® Select,Inventoried,,s20737
s15788,4392420,DYSF,dysferlin,FER1L1;LGMD2B;MMD1,NM_001130455.1;NM_001130986.1;NM_001130987.1;XM_005264584.4;NM_003494.3;NM_001130983.1;NM_001130977.1;NM_001130978.1;NM_001130976.1;XM_005264585.4;NM_001130984.1;NM_001130985.1;NM_001130981.1;NM_001130982.1;NM_001130979.1;NM_001130980.1,EU515161.1;EU515159.1;EU515165.1;DQ267935.1;EU515157.1;AF075575.1;EU515162.1;EU515155.1;BC171803.1;EU515160.1;EU515166.1;EU515158.1;EU515164.1;EU515163.1;EU515156.1,,Silencer® Select,Inventoried,,s15788
s20031,4392420,STAM2,signal transducing adaptor molecule 2,Hbp;STAM2A;STAM2B,NM_005843.5,AL133600.1;BI548350.1;AF042273.1;AK292847.1;AF042274.1;BC028740.2;AK292265.1;AK310863.1,,Silencer® Select,Inventoried,,s20031
s20695,4392420,ARPC1A,actin related protein 2/3 complex subunit 1A,Arc40;HEL-68;HEL-S-307;SOP2Hs;SOP2L,NM_006409.3;NM_001190996.1,BC039594.1;Y08999.1;AK223015.1;BM924483.1;BC054027.1;DA089818.1;GQ472234.1;AB209059.1;EU668326.1;BC047889.1,,Silencer® Select,Inventoried,,s20695
s21124,4392420,CHL1,cell adhesion molecule L1 like,CALL;L1CAM2,XM_017005566.1;XM_017005570.1;XM_017005569.1;XM_011533292.1;NM_006614.3;XM_017005568.1;XM_017005567.1;XM_006712938.1;NM_001253387.1;XM_011533295.1;XM_017005573.1;XM_006712939.3;XM_011533296.1;XM_006712940.3;XM_017005572.1;XM_011533294.1;XM_017005571.1;NM_001253388.1,BC104918.1;BC143496.1;AB209329.1;AF002246.1,,Silencer® Select,Inventoried,,s21124
s501342,4392420,MAN2B1,mannosidase alpha class 2B member 1,LAMAN;MANB,NM_001173498.1;NM_000528.3;XM_005259913.1;XM_017026818.1,AK291572.1;BC000736.2;U05572.1;U68382.1;U68567.1;AB209921.1;U60266.1;AK303418.1,,Silencer® Select,Inventoried,,s501342
